name,name_norm,mv_eur,dob,contract,sub_position,club
Scott Fraser,scott fraser,200000,1995-03-30,,Attacking Midfield,Dundee FC
Adel Gafaiti,adel gafaiti,25000,1994-07-16,,Centre-Back,Zirka Kropyvnytskyi
Ryan Gauld,ryan gauld,7000000,1995-12-16,2027-12-31,Attacking Midfield,Vancouver Whitecaps FC
Alejandro Grimaldo,alejandro grimaldo,24000000,1995-09-20,2030-06-30,Left-Back,Bayer 04 Leverkusen
Scott Mathieson,scott mathieson,50000,1992-02-29,,Goalkeeper,Inverness Caledonian Thistle FC
Craig Moore,craig moore,200000,1994-08-16,2023-05-31,Centre-Forward,Motherwell FC
Jordan Moore,jordan moore,50000,1994-02-19,,Centre-Forward,Dundee United FC
Álex Moreno,alex moreno,3500000,1993-06-08,2027-06-30,Left-Back,Girona FC
Darren Petrie,darren petrie,50000,1995-07-26,,Central Midfield,Dundee United FC
Scott Smith,scott smith,50000,1995-07-21,2023-05-31,Central Midfield,Dundee United FC
James Thomson,james thomson,25000,1994-11-07,,Centre-Back,Dundee FC
Anton Brady,anton brady,50000,1994-02-07,,Central Midfield,St. Mirren FC
Ally Gilchrist,ally gilchrist,75000,1995-03-03,2023-11-30,Centre-Back,St. Johnstone FC
Declan Hughes,declan hughes,50000,1995-05-17,2024-05-31,Central Midfield,St. Mirren FC
John McGinn,john mcginn,15000000,1994-10-18,2028-06-30,Central Midfield,Aston Villa
Craig Thomson,craig thomson,50000,1995-03-10,2024-05-31,Right Midfield,St. Johnstone FC
Rachid Alioui,rachid alioui,250000,1992-06-18,,Centre-Forward,Angers SCO
Mathieu Michel,mathieu michel,400000,1991-09-04,2023-06-30,Goalkeeper,Angers SCO
Abdullah Al-Hafith,abdullah al-hafith,200000,1992-12-25,2028-06-30,Centre-Back,Al-Khaleej Club (Saihat)
Fahad Al-Muwallad,fahad al-muwallad,350000,1994-09-14,,Right Winger,Al-Shabab Club
Sergiy Myakushko,sergiy myakushko,75000,1993-04-15,,Left Winger,Vorskla Poltava
Damjan Siskovski,damjan siskovski,350000,1995-03-18,2027-06-30,Goalkeeper,
Gauthier Gallon,gauthier gallon,600000,1993-04-23,,Goalkeeper,FCV Dender EH
Vladyslav Gelzin,vladyslav gelzin,50000,1973-08-27,,Centre-Forward,Olimpik Donetsk
Levan Gulordava,levan gulordava,100000,1988-05-16,,Attacking Midfield,Arsenal Kyiv
Valeriy Lebed,valeriy lebed,75000,1989-01-05,,Defensive Midfield,Olimpik Donetsk
Daniel Avramovski,daniel avramovski,300000,1995-02-20,2023-12-31,Attacking Midfield,Kayserispor
Sequeira,sequeira,700000,1990-08-19,2025-06-30,Left-Back,Pendikspor
Luís Silva,luis silva,75000,1992-09-29,2026-06-30,Central Midfield,Avs Futebol
Luigi Vaccaro,luigi vaccaro,50000,1991-03-26,2023-06-30,Central Midfield,Royal Excel Mouscron (-2022)
Maksym Degtyarov,maksym degtyarov,100000,1993-05-30,,Centre-Forward,Desna Chernigiv
Jamie Reid,jamie reid,50000,1994-01-11,2023-06-30,Left Midfield,Dundee FC
Evgeniy Kharin,evgeniy kharin,650000,1995-06-11,2026-06-30,Left Midfield,RFK Akhmat Grozny
Björn Engels,bjorn engels,100000,1994-09-15,,Centre-Back,Royal Antwerp FC
Merveille Goblet,merveille goblet,100000,1994-11-20,2023-06-30,Goalkeeper,Cercle Brugge
Nabil Ghilas,nabil ghilas,325000,1990-04-20,,Centre-Forward,Vitória Setúbal FC
Hamadi Al Ghaddioui,hamadi al ghaddioui,300000,1990-09-22,,Centre-Forward,VfB Stuttgart
Abdoulaye Sané,abdoulaye sane,375000,1992-10-15,2023-05-31,Centre-Forward,Stade Rennais FC
Nicolas Sumsky,nicolas sumsky,200000,1993-11-13,,,Hamilton Academical FC
Kristoffer Olsson,kristoffer olsson,2500000,1995-06-30,2026-06-30,Central Midfield,FC Midtjylland
Jon Toral,jon toral,700000,1995-02-05,2026-05-31,Attacking Midfield,Omilos Filathlon Irakliou FC
Adil Tihouna,adil tihouna,50000,1992-12-29,,Attacking Midfield,PEC Zwolle
Ahmet Engin,ahmet engin,400000,1996-08-09,2026-06-30,Right Winger,Volou Neos Podosferikos Syllogos
Tim Wiesner,tim wiesner,125000,1996-11-21,2023-06-30,Goalkeeper,Fortuna Düsseldorf
Kristoffer Sörensen,kristoffer sorensen,25000,1992-01-28,,Centre-Back,Esbjerg fB
Nikolaj Hansen,nikolaj hansen,150000,1993-03-15,2025-12-31,Centre-Forward,FC Vestsjaelland
Vito Hammershöy-Mistrati,vito hammershoy-mistrati,600000,1992-06-15,2027-06-30,Central Midfield,IFK Norrköping
Rolf Toft,rolf toft,50000,1992-08-04,,Centre-Forward,Aalborg BK
Andrés Chávez,andres chavez,300000,1991-03-21,,Centre-Forward,PAS Lamia 1964
Lucas Alario,lucas alario,1500000,1992-10-08,2026-12-31,Centre-Forward,Club Estudiantes de La Plata
Carlos Clerc,carlos clerc,1500000,1992-02-21,2024-06-30,Left-Back,Elche CF
Ruben Ketels,ruben ketels,50000,1992-08-29,,,KSC Lokeren (- 2020)
Sergiy Garashchenkov,sergiy garashchenkov,50000,1990-05-16,,Right-Back,FK Mariupol
Iuri Medeiros,iuri medeiros,6000000,1994-07-10,2025-06-30,Right Winger,SC Braga
Dylan Dykes,dylan dykes,50000,1996-03-14,,Central Midfield,Ross County FC
Patrick Erras,patrick erras,300000,1995-01-21,2026-06-30,Centre-Back,Holstein Kiel
Ryan Fulton,ryan fulton,50000,1996-05-23,2027-05-31,Goalkeeper,Heart of Midlothian FC
Liam Henderson,liam henderson,1400000,1996-04-25,2027-06-30,Central Midfield,FC Empoli
Pascal Köpke,pascal kopke,350000,1995-09-03,,Centre-Forward,Hertha BSC
Jordan McGhee,jordan mcghee,350000,1996-07-24,2027-05-31,Centre-Back,Motherwell FC
Jaison McGrath,jaison mcgrath,25000,1996-02-08,,Centre-Forward,Hamilton Academical FC
Paul McMullan,paul mcmullan,500000,1996-02-25,2023-05-31,Right Midfield,Dundee FC
Robbie Muirhead,robbie muirhead,300000,1996-03-08,2027-05-31,Centre-Forward,Livingston FC
Jordan Stewart,jordan stewart,75000,1996-03-05,,Left-Back,St. Mirren FC
Calum Waters,calum waters,275000,1996-03-10,2024-06-10,Left-Back,Kilmarnock FC
Marius Wolf,marius wolf,2500000,1995-05-27,2027-06-30,Right-Back,FC Augsburg
Felitciano Zschusschen,felitciano zschusschen,125000,1992-01-24,,Centre-Forward,NAC Breda
Dia Saba,dia saba,3500000,1992-11-18,2026-06-30,Attacking Midfield,Sivasspor
Diego Rolán,diego rolan,700000,1993-03-24,2023-12-31,Centre-Forward,CD Leganés
Gastón González,gaston gonzalez,10000,1988-02-23,2024-12-31,Central Midfield,AO Platanias
Anastasios Papachristos,anastasios papachristos,150000,1993-03-05,2023-06-30,Left-Back,Panthrakikos Komotini
Stefanos Martsakis,stefanos martsakis,75000,1990-05-24,2023-06-30,,Omilos Filathlon Irakliou FC
Apostolos Bakolas,apostolos bakolas,100000,1993-10-10,2023-06-30,Goalkeeper,PAS Giannina
Nikiforos Tsontakis,nikiforos tsontakis,200000,1994-04-12,,Right-Back,AO Platanias
Dean Michiels,dean michiels,75000,1991-07-04,2026-06-30,Goalkeeper,Oud-Heverlee Leuven
Yves Baraye,yves baraye,700000,1992-06-22,2024-06-30,Right Winger,B SAD
Dario Canadjija,dario canadjija,300000,1994-04-17,,Defensive Midfield,ASFC Buzau (2016-2025)
Nino Galović,nino galovic,225000,1992-07-06,,Centre-Back,FC Arouca
Gladestony,gladestony,275000,1993-08-05,2025-06-30,Defensive Midfield,GD Estoril Praia
Oke Akpoveta,oke akpoveta,100000,1991-12-12,2023-12-31,Centre-Forward,Bröndby IF
Simon IJzerman,simon ijzerman,50000,1993-02-13,,Defensive Midfield,PEC Zwolle
Minhoca,minhoca,75000,1988-04-29,2023-06-30,Attacking Midfield,CD Santa Clara
Zvonimir Kozulj,zvonimir kozulj,200000,1993-11-15,,Central Midfield,Gaziantep FK
Gonçalo Silva,goncalo silva,250000,1991-06-04,,Centre-Back,SC Farense
Yeltsin Tejeda,yeltsin tejeda,275000,1992-03-17,2023-06-30,Defensive Midfield,Thonon Évian Grand Genève FC
Roberto,roberto,75000,1988-11-28,2023-06-30,Centre-Forward,Moreirense FC
Reda Jaadi,reda jaadi,650000,1995-02-14,2024-06-30,Central Midfield,Royal Antwerp FC
Nicolas Lemaire,nicolas lemaire,50000,1993-07-20,,Goalkeeper,KSC Lokeren (- 2020)
François Marquet,francois marquet,100000,1995-04-17,2023-06-30,Central Midfield,KV Oostende
Wimilio Vink,wimilio vink,125000,1993-09-13,2024-06-30,Attacking Midfield,Vitesse Arnhem
Nando Wormgoor,nando wormgoor,100000,1992-02-17,,Centre-Back,FC Dordrecht
Joe Bryan,joe bryan,2200000,1993-09-17,2027-06-30,Left-Back,Fulham FC
Jake Caprice,jake caprice,300000,1992-11-11,2024-06-30,Right-Back,St. Mirren FC
William Kvist,william kvist,50000,1994-08-25,,Right Midfield,FC Helsingör
Carlos Henriques,carlos henriques,125000,1993-07-07,2023-06-30,Goalkeeper,Portimonense SC
Armand Gnanduillet,armand gnanduillet,400000,1992-02-13,2023-06-30,Centre-Forward,Heart of Midlothian FC
Vítor Gonçalves,vitor goncalves,225000,1992-03-29,2025-06-30,Central Midfield,SC Farense
Simy,simy,500000,1992-05-07,2025-06-30,Centre-Forward,US Salernitana 1919
Giannis Diniotakis,giannis diniotakis,125000,1994-06-14,2024-06-30,Left Winger,AOK Kerkyra
Renato Steffen,renato steffen,1000000,1991-11-03,2028-06-30,Right Winger,FC Lugano
Fábio Sturgeon,fabio sturgeon,250000,1994-02-04,,Attacking Midfield,Omilos Filathlon Irakliou FC
Rachid Bouhenna,rachid bouhenna,200000,1991-06-29,2023-06-30,Centre-Back,Ionikos Nikeas
Iván Bulos,ivan bulos,150000,1993-05-20,,Centre-Forward,Boavista FC
Erick Cabalceta,erick cabalceta,100000,1993-01-09,2024-06-30,Centre-Back,Catania FC
Aleksey Evseev,aleksey evseev,300000,1994-03-30,,Central Midfield,Ural Yekaterinburg
Leonardo Bertone,leonardo bertone,400000,1994-03-14,2028-06-30,Defensive Midfield,FC Thun
Edison Flores,edison flores,1100000,1994-05-14,2028-12-31,Centre-Forward,
Álvaro Ampuero,alvaro ampuero,275000,1992-09-25,2023-12-31,Centre-Back,Parma Calcio 1913
Gianluca Gaudino,gianluca gaudino,250000,1996-11-11,2023-06-30,Central Midfield,Chievo Verona
Raffaele Celia,raffaele celia,450000,1999-03-04,2024-06-30,Left-Back,US Sassuolo
Mathias Rosenörn,mathias rosenorn,100000,1993-05-11,,Goalkeeper,Esbjerg fB
Lucas Scholl,lucas scholl,75000,1996-07-05,,Central Midfield,Bayern Munich
Princewill Okachi,princewill okachi,400000,1991-06-20,,Central Midfield,Panthrakikos Komotini
Mayron George,mayron george,350000,1993-10-23,,Centre-Forward,FC Midtjylland
Samu Castillejo,samu castillejo,600000,1995-01-18,2025-06-30,Right Winger,US Sassuolo
Aniello Salzano,aniello salzano,125000,1991-07-20,,Central Midfield,FC Crotone
Peter Haring,peter haring,300000,1993-06-02,,Defensive Midfield,Heart of Midlothian FC
Pascal Stenzel,pascal stenzel,1200000,1996-03-20,,Right-Back,VfB Stuttgart
Zlatko Tripic,zlatko tripic,750000,1992-12-02,2027-12-31,Left Winger,Viking Fotballklubb
Nii Nortey Ashong,nii nortey ashong,75000,1994-11-17,,Left-Back,ACF Fiorentina
Luís Machado,luis machado,400000,1992-11-04,2024-06-30,Left Winger,Moreirense FC
Salem Al-Dawsari,salem al-dawsari,2000000,1991-08-19,2027-06-30,Left Winger,Al-Hilal Saudi Football Club
Michele Castagnetti,michele castagnetti,700000,1989-12-27,2027-06-30,Defensive Midfield,US Cremonese
Doke Schmidt,doke schmidt,275000,1992-04-07,,Right-Back,SC Cambuur Leeuwarden
Paulo Gazzaniga,paulo gazzaniga,2000000,1992-01-02,2027-06-30,Goalkeeper,Girona FC
Giovanni Hiwat,giovanni hiwat,150000,1993-11-11,2024-06-30,Right Winger,PEC Zwolle
Mike Koenders,mike koenders,75000,1992-05-09,2024-06-30,Centre-Back,PEC Zwolle
Roy Kortsmit,roy kortsmit,150000,1992-08-26,2027-06-30,Goalkeeper,NAC Breda
Pa Dibba,pa dibba,125000,1987-10-15,2023-06-30,Centre-Forward,Adana Demirspor
Sueliton,sueliton,100000,1986-08-19,,Right-Back,Rayo Vallecano
José Pozo,jose pozo,1000000,1996-03-15,2027-06-30,Attacking Midfield,Pogon Szczecin
Oscar Arzamendia,oscar arzamendia,100000,1994-05-26,,Defensive Midfield,Hellas Verona
Jack Baldwin,jack baldwin,350000,1993-06-30,2026-06-30,Centre-Back,Ross County FC
Charlie Taylor,charlie taylor,2000000,1993-09-18,2026-06-30,Left-Back,Southampton FC
Jordon Ibe,jordon ibe,300000,1995-12-08,,Right Winger,AFC Bournemouth
Ole Käuper,ole kauper,175000,1997-01-09,2023-06-30,Defensive Midfield,SV Werder Bremen
Adedeji Oshilaja,adedeji oshilaja,300000,1993-07-16,,Centre-Back,Cardiff City
Joe Ralls,joe ralls,1800000,1993-10-12,2024-06-30,Central Midfield,Cardiff City
Alexandros Kartalis,alexandros kartalis,200000,1995-01-29,,Central Midfield,Volou Neos Podosferikos Syllogos
Igor Lambarskiy,igor lambarskiy,200000,1992-11-26,,Attacking Midfield,Ural Yekaterinburg
Mihail Platica,mihail platica,200000,1990-03-15,2023-12-31,Central Midfield,FK Rostov
Florian Grillitsch,florian grillitsch,2000000,1995-08-07,,Defensive Midfield,SC Braga
Víctor García,victor garcia,150000,1994-06-11,2023-06-30,Right-Back,Vitória Guimarães SC
Alexander Nübel,alexander nubel,12000000,1996-09-30,2029-06-30,Goalkeeper,VfB Stuttgart
Mirnes Pepic,mirnes pepic,225000,1995-12-19,2023-06-30,Central Midfield,SC Paderborn 07
Felix Platte,felix platte,900000,1996-02-11,2025-06-30,Centre-Forward,SV Darmstadt 98
Bastos,bastos,1200000,1991-03-27,2026-12-31,Centre-Back,S. A. F. Botafogo
Lincoln Zvasiya,lincoln zvasiya,250000,1991-02-25,,Centre-Back,Omilos Filathlon Irakliou FC
Hernán Hinostroza,hernan hinostroza,250000,1993-12-21,2023-12-31,Central Midfield,Zulte Waregem
Albian Ajeti,albian ajeti,300000,1997-02-26,2028-06-30,Centre-Forward,FC Basel 1893
Yohan Croizet,yohan croizet,400000,1992-02-15,2025-06-30,Attacking Midfield,Oud-Heverlee Leuven
Dennis Erdmann,dennis erdmann,125000,1990-11-22,2023-11-30,Centre-Back,FC Schalke 04
Nikolaos Ziabaris,nikolaos ziabaris,125000,1991-02-18,,Centre-Back,Iraklis Thessaloniki
Marco Meyerhöfer,marco meyerhofer,800000,1995-11-18,2025-06-30,Right-Back,SpVgg Greuther Fürth
Luca Waldschmidt,luca waldschmidt,2500000,1996-05-19,2027-06-30,Centre-Forward,1.FC Köln
Mads Lauritsen,mads lauritsen,150000,1993-04-14,,Centre-Back,Viborg FF
Robert Glatzel,robert glatzel,2500000,1994-01-08,2028-06-30,Centre-Forward,Hamburger SV
Brahim Darri,brahim darri,75000,1994-09-14,2026-06-30,Left Winger,Fatih Karagümrük
Donis Avdijaj,donis avdijaj,800000,1996-08-25,2027-06-30,Left Winger,Wolfsberger AC
Coll Donaldson,coll donaldson,375000,1995-04-09,2028-05-31,Centre-Back,Falkirk FC
Marvin Friedrich,marvin friedrich,1800000,1995-12-13,,Centre-Back,Borussia Mönchengladbach
Emmanuel Okoye,emmanuel okoye,175000,1991-04-04,2024-06-30,Right Winger,Panionios Athens
Mathias Pogba,mathias pogba,50000,1990-08-19,,Centre-Forward,Partick Thistle FC
Jonathan Tah,jonathan tah,30000000,1996-02-11,2029-06-30,Centre-Back,Bayern Munich
Marius Gersbeck,marius gersbeck,500000,1995-06-20,2025-06-30,Goalkeeper,Hertha BSC
Marvin Stefaniak,marvin stefaniak,300000,1995-02-03,2025-06-30,Left Winger,VfL Wolfsburg
Leo Weinkauf,leo weinkauf,250000,1996-07-07,2026-06-30,Goalkeeper,Hannover 96
Saidy Janko,saidy janko,1000000,1995-10-22,2027-06-30,Right-Back,BSC Young Boys
Dwight Gayle,dwight gayle,100000,1989-10-17,,Centre-Forward,Hibernian FC
Sinan Gümüş,sinan gumus,50000,1994-01-15,,Right Winger,Eyüpspor
Philipp Müller,philipp muller,50000,1995-03-03,2023-06-30,Right Winger,Hamburger SV
Serdar Bingöl,serdar bingol,25000,1996-01-06,2023-06-30,Right-Back,Eskisehirspor
Eyüp Kocoglu,eyup kocoglu,50000,1995-01-14,,Defensive Midfield,Eskisehirspor
Kemal Rüzgar,kemal ruzgar,300000,1995-06-20,2023-06-30,Centre-Forward,Caykur Rizespor
Tim Chow,tim chow,800000,1994-01-18,2026-01-31,Defensive Midfield,Ross County FC
Oliver Davies,oliver davies,50000,1994-12-31,,Goalkeeper,Kilmarnock FC
Sam Kelly,sam kelly,100000,1993-10-21,,Left Midfield,Hamilton Academical FC
Yannick Loemba,yannick loemba,200000,1990-04-21,2023-06-30,Left Winger,KV Oostende
Remi Matthews,remi matthews,300000,1994-02-10,2027-06-30,Goalkeeper,Crystal Palace
Joel Gerezgiher,joel gerezgiher,125000,1995-10-09,2023-06-30,Attacking Midfield,Eintracht Frankfurt
Deniz Topcu,deniz topcu,50000,1995-05-14,2024-06-30,Right-Back,Eskisehirspor
Lukas Watkowiak,lukas watkowiak,200000,1996-03-06,2027-06-30,Goalkeeper,FC St. Gallen 1879
Julian Weigl,julian weigl,5000000,1995-09-08,2027-06-30,Defensive Midfield,Al-Qadsiah Saudi Football Club
Maximilian Wittek,maximilian wittek,1000000,1995-08-21,2028-06-30,Left-Back,VfL Bochum
Michael Zetterer,michael zetterer,4500000,1995-07-12,2029-06-30,Goalkeeper,SV Werder Bremen
Joshua Mees,joshua mees,450000,1996-04-15,2023-06-30,Left Winger,1.FC Union Berlin
Ken Gipson,ken gipson,100000,1996-02-24,2025-06-30,Right-Back,RB Leipzig
Christian Ortag,christian ortag,150000,1995-01-14,2025-06-30,Goalkeeper,FC Ingolstadt 04
Timon Wellenreuther,timon wellenreuther,7000000,1995-12-03,2027-06-30,Goalkeeper,Feyenoord Rotterdam
David Kinsombi,david kinsombi,750000,1995-12-12,,Central Midfield,Eintracht Frankfurt
Devante Parker,devante parker,100000,1996-03-16,,Right Winger,1.FSV Mainz 05
Daniel Zeaiter,daniel zeaiter,75000,1995-03-30,2024-06-30,Goalkeeper,1.FSV Mainz 05
Jordan Botaka,jordan botaka,350000,1993-06-24,2023-06-30,Right Winger,Fortuna Sittardia Combinatie
Christie Elliott,christie elliott,250000,1991-05-26,,Right-Back,Dundee FC
Hakan Arslan,hakan arslan,125000,1989-03-12,,Left-Back,Erzurumspor FK
Hasan Hatipoglu,hasan hatipoglu,75000,1989-07-19,2024-06-30,Centre-Back,Erzurumspor FK
Andreas Christensen,andreas christensen,40000000,1996-04-10,2028-06-30,Centre-Back,FC Barcelona
Marko Gobeljic,marko gobeljic,300000,1992-09-13,2026-06-30,Right-Back,OFK Beograd
Ivan Lakicevic,ivan lakicevic,350000,1993-07-27,2026-06-30,Right-Back,FK Novi Pazar
Kristian Larsen,kristian larsen,25000,1996-01-10,,Left-Back,Bröndby IF
Mijo Caktas,mijo caktas,1100000,1992-05-08,2026-06-30,Attacking Midfield,Sivasspor
David Puclin,david puclin,600000,1992-06-17,2027-05-31,Defensive Midfield,NK Varazdin
Unai García,unai garcia,600000,1992-02-03,,Centre-Back,Panetolikos Agrinio
Kenan Kodro,kenan kodro,500000,1993-08-19,2026-06-30,Centre-Forward,Gaziantep FK
Kike Royo,kike royo,200000,1991-06-14,2024-06-30,Goalkeeper,Real Sociedad
Marco Sangalli,marco sangalli,500000,1992-02-07,,Right Winger,Real Sociedad
Joseba Zaldua,joseba zaldua,900000,1992-06-24,2025-06-30,Right-Back,Cádiz CF
Nivaldo,nivaldo,100000,1988-07-10,2023-06-30,Left-Back,Académica Coimbra
Jô,jo,25000,1988-09-19,,Second Striker,Moreirense FC
Gerso,gerso,750000,1991-02-23,,Left Winger,Incheon United Football Club
Fábio Santos,fabio santos,200000,1992-11-14,,Goalkeeper,Académica Coimbra
Djaniny,djaniny,4000000,1991-03-21,,Centre-Forward,Al-Fateh Club
Ibrahim Obayomi,ibrahim obayomi,300000,1992-09-09,,Centre-Forward,CS Marítimo
Jacob Une,jacob une,750000,1994-04-08,2026-12-31,Centre-Back,Djurgårdens Idrottsförening
Andrea Demontis,andrea demontis,100000,1995-01-10,2024-06-30,Right Midfield,Cagliari Calcio
Federico Bernardeschi,federico bernardeschi,6000000,1994-02-16,2027-06-30,Right Winger,Bologna Football Club 1909
Patrick Da Silva,patrick da silva,275000,1994-10-23,2024-10-31,Left-Back,Lyngby Boldklub
Saverio Madrigali,saverio madrigali,75000,1995-01-28,,Centre-Back,ACF Fiorentina
Rubén Bentancourt,ruben bentancourt,700000,1993-03-02,2026-12-31,Centre-Forward,Asociación Atlética Argentinos Juniors
Burak Camoglu,burak camoglu,125000,1996-10-05,,Right-Back,Hatayspor
Davide Agazzi,davide agazzi,350000,1993-06-02,2023-06-30,Central Midfield,Atalanta BC
Mattia Caldara,mattia caldara,800000,1994-05-05,2025-06-30,Centre-Back,AC Milan
Roberto Gagliardini,roberto gagliardini,1400000,1994-04-07,,Central Midfield,Hellas Verona
Alberto Grassi,alberto grassi,1800000,1995-03-07,2027-06-30,Defensive Midfield,US Cremonese
Luca Milesi,luca milesi,175000,1993-04-28,2024-06-30,Centre-Back,Atalanta BC
Alex Redolfi,alex redolfi,250000,1994-01-20,2025-06-30,Centre-Back,Atalanta BC
Daniele Grandi,daniele grandi,150000,1993-02-05,2023-06-30,Centre-Forward,Bologna Football Club 1909
Doudou Mangni,doudou mangni,250000,1993-03-29,2024-06-30,Centre-Forward,Atalanta BC
Antonio Palma,antonio palma,125000,1994-01-03,2023-06-30,Central Midfield,Atalanta BC
Federico Varano,federico varano,50000,1995-01-31,2023-06-30,Attacking Midfield,Atalanta BC
Riccardo Benatti,riccardo benatti,50000,1994-01-30,2024-06-30,Right Winger,Bologna Football Club 1909
Alex Ferrari,alex ferrari,1000000,1994-07-01,2025-06-30,Centre-Back,UC Sampdoria
Luca Marchignoli,luca marchignoli,50000,1994-07-28,,Goalkeeper,Bologna Football Club 1909
Nicola Pescatore,nicola pescatore,10000,1994-02-02,,Right Midfield,Bologna Football Club 1909
Vukan Savicevic,vukan savicevic,600000,1994-01-29,,Central Midfield,FK Vojvodina Novi Sad
Ander Capa,ander capa,1800000,1992-02-08,,Right-Back,Athletic Bilbao
Maikel Mesa,maikel mesa,800000,1991-06-04,2025-06-30,Attacking Midfield,CA Osasuna
Javi Montoya,javi montoya,150000,1991-04-16,2024-06-30,Goalkeeper,Real Betis Balompié
Noah Olawale Ojuola,noah olawale ojuola,100000,1993-05-12,,Centre-Back,FC Midtjylland
Rúben Semedo,ruben semedo,3000000,1994-04-04,2026-06-30,Centre-Back,Avs Futebol
